ID,School,Count,Grade
44762,100,10,11
44763,66,38,11
44764,66,50,10
44765,7,10,9
44766,23,48,5
44767,96,41,3
44768,50,46,10
44769,71,22,12
44770,97,44,1
44771,41,16,12
44772,26,43,12
44773,82,28,10
44774,8,38,3
44775,49,35,5
44776,8,50,12
44777,99,41,1
44778,85,38,3
44779,28,15,12
44780,15,42,4
44781,74,37,2
44782,90,49,11
44783,51,14,10
44784,27,42,5
44785,10,11,5
44786,31,34,8
44787,71,35,11
44788,65,30,1
44789,95,14,8
44790,50,43,3
44791,71,37,8
44792,7,35,2
44793,33,28,8
44794,45,28,9
44795,23,15,12
44796,63,17,12
44797,16,44,2
44798,61,27,12
44799,72,11,2
44800,5,13,3
44801,9,17,7
44802,48,21,7
44803,54,12,6
44804,2,19,1
44805,29,28,3
44806,41,41,12
44807,2,10,7
44808,92,31,6
44809,27,48,2
44810,57,49,3
44811,54,23,7
44812,83,41,11
44813,13,35,11
44814,6,50,3
44815,6,35,12
44816,57,45,7
44817,64,19,9
44818,94,48,9
44819,100,19,12
44820,14,47,8
44821,34,49,7
44822,4,20,4
44823,15,20,1
44824,24,18,10
44825,5,26,11
44826,88,19,9
44827,93,50,8
44828,51,10,4
44829,20,48,1
44830,21,15,1
44831,24,36,4
44832,90,35,2
44833,8,24,11
44834,21,12,9
44835,95,49,7
44836,43,17,5
44837,19,28,4
44838,19,17,6
44839,80,43,9
44840,14,42,9
44841,88,49,1
44842,21,28,1
44843,32,18,4
44844,39,18,5
44845,10,15,8
44846,65,14,3
44847,84,16,8
44848,81,17,8
44849,67,34,5
44850,2,40,6
44851,80,31,6
44852,99,12,6
44853,8,40,3
44854,98,40,3
44855,91,25,6
44856,63,11,3
44857,47,46,6
44858,36,22,2
44859,84,34,8
44860,25,21,9
44861,52,18,5
44862,91,24,5
44863,72,10,11
44864,10,18,11
44865,40,33,2
44866,86,26,10
44867,6,18,2
44868,39,10,12
44869,66,19,5
44870,42,19,7
44871,52,18,6
44872,23,14,6
44873,15,21,11
44874,89,15,6
44875,27,13,4
44876,59,23,2
44877,41,35,4
44878,15,40,7
44879,72,27,6
44880,14,12,1
44881,8,15,7
44882,86,43,5
44883,9,24,9
44884,34,15,11
44885,47,28,6
44886,67,26,7
44887,53,27,7
44888,35,22,3
44889,78,39,5
44890,16,43,11
44891,11,38,12
44892,86,29,7
44893,2,26,9
44894,64,25,6
44895,86,47,10
44896,71,11,6
44897,42,24,8
44898,47,46,5
44899,26,22,7
44900,19,23,8
44901,47,35,4
44902,63,35,10
44903,62,29,3
44904,97,10,8
44905,29,13,3
44906,33,32,8
44907,47,24,5
44908,73,40,9
44909,27,12,6
44910,60,38,8
44911,31,31,7
44912,83,14,10
44913,51,47,10
44914,42,28,7
44915,14,41,4
44916,53,24,11
44917,85,12,2
44918,76,10,4
44919,24,44,1
44920,77,16,10
44921,80,29,5
44922,73,43,10
44923,10,49,6
44924,45,25,6
44925,7,27,1
44926,25,18,6
44927,57,41,7
44928,28,11,5
44929,74,32,10
44930,45,47,9
44931,53,32,12
44932,29,13,8
44933,53,41,2
44934,12,13,7
44935,27,15,9
44936,42,29,3
44937,65,15,5
44938,71,13,3
44939,14,13,1
44940,82,12,12
44941,14,33,11
44942,4,30,1
44943,60,15,9
44944,13,17,5
44945,90,41,8
44946,19,10,2
44947,14,21,2
44948,48,15,4
44949,64,49,9
44950,44,18,4
44951,2,28,3
44952,37,32,4
44953,93,23,11
44954,70,10,3
44955,22,15,5
44956,58,21,7
44957,63,17,5
44958,18,19,4
44959,47,48,6
44960,39,14,1
44961,59,41,2
44962,49,20,2
44963,22,28,4
44964,1,47,8
44965,79,50,9
44966,24,27,6
44967,87,44,5
44968,85,28,2
44969,80,11,7
44970,33,24,11
44971,20,35,7
44972,24,15,8
44973,94,46,12
44974,65,28,8
44975,48,32,8
44976,4,26,3
44977,53,13,8
44978,14,19,6
44979,53,26,1
44980,34,44,7
44981,31,22,6
44982,4,16,5
44983,14,16,9
44984,67,19,10
44985,96,15,7
44986,52,38,12
44987,78,47,4
44988,89,11,11
44989,86,34,2
44990,3,15,2
44991,83,10,4
44992,11,35,8
44993,51,27,2
44994,49,31,9
44995,69,11,6
44996,22,32,5
44997,13,45,3
44998,69,21,5
44999,40,39,10
45000,33,10,4
45001,93,26,12
45002,90,10,11
45003,72,21,3
45004,80,30,7
45005,73,46,7
45006,23,18,10
45007,24,26,8
45008,48,43,6
45009,7,10,4
45010,94,27,11
45011,10,17,8
45012,45,20,1
45013,97,17,8
45014,73,11,12
45015,85,17,12
45016,74,17,10
45017,1,47,12
45018,20,39,1
45019,27,10,4
45020,32,36,10
45021,68,16,2
45022,59,14,8
45023,91,41,4
45024,92,25,8
45025,92,31,3
45026,29,50,7
45027,17,44,7
45028,87,46,1
45029,4,13,9
45030,97,47,5
45031,2,23,3
45032,37,10,6
45033,89,25,12
45034,66,31,3
45035,21,11,2
45036,21,35,9
45037,39,16,8
45038,33,10,8
45039,88,27,12
45040,28,18,9
45041,88,40,10
45042,99,21,3
45043,35,19,9
45044,98,43,4
45045,69,19,2
45046,66,46,11
45047,46,19,7
45048,67,12,9
45049,20,16,2
45050,68,50,12
45051,31,16,10
45052,8,50,9
45053,4,13,5
45054,72,10,11
45055,84,16,1
45056,32,28,9
45057,9,12,2
45058,35,17,10
45059,24,27,6
45060,71,48,7
45061,38,29,12
45062,10,18,10
45063,47,42,1
45064,14,22,5
45065,77,42,9
45066,9,17,11
45067,9,25,9
45068,41,14,1
45069,89,20,3
45070,51,36,4
45071,99,21,9
45072,89,12,6
45073,31,41,11
45074,28,38,4
45075,39,29,11
45076,84,15,10
45077,33,41,4
45078,56,48,3
45079,16,50,6
45080,68,24,12
45081,69,44,9
45082,86,49,2
45083,32,49,8
45084,9,36,5
45085,27,24,3
45086,74,11,7
45087,46,43,1
45088,37,40,1
45089,20,46,8
45090,2,26,5
45091,1,18,1
45092,5,16,10
45093,71,35,7
45094,70,23,9
45095,86,22,5
45096,22,16,8
45097,95,10,10
45098,67,14,4
45099,37,33,4
45100,46,22,11
45101,12,45,6
45102,80,14,6
45103,96,35,5
45104,31,31,9
45105,63,25,9
45106,74,21,10
45107,99,11,6
45108,12,34,8
45109,78,27,4
45110,83,20,9
45111,91,32,12
45112,57,43,6
45113,82,35,6
45114,60,11,11
45115,93,15,4
45116,80,46,2
45117,99,42,5
45118,61,11,2
45119,34,46,1
45120,66,36,7
45121,75,44,3
45122,94,33,1
45123,58,18,3
45124,98,17,7
45125,22,21,12
45126,34,34,1
45127,76,36,2
45128,45,21,1
45129,20,38,5
45130,73,37,9
45131,16,22,5
45132,90,38,1
45133,52,50,9
45134,84,33,11
45135,67,41,11
45136,37,24,8
45137,73,38,1
45138,31,38,6
45139,18,11,5
45140,47,28,11
45141,16,20,9
45142,77,31,5
45143,27,37,1
45144,91,48,11
45145,5,49,8
45146,8,10,5
45147,33,49,4
45148,61,10,7
45149,100,13,10
45150,74,49,1
45151,21,31,3
45152,1,19,3
45153,26,17,7
45154,67,14,3
45155,21,25,8
45156,23,21,3
45157,17,32,9
45158,81,28,6
45159,79,42,1
45160,13,29,4
45161,7,45,1
45162,34,47,3
45163,61,35,10
45164,13,12,12
45165,53,20,5
45166,3,38,3
45167,25,23,3
45168,39,11,7
45169,7,17,1
45170,92,15,12
45171,31,23,2
45172,17,39,7
45173,7,19,10
45174,36,31,12
45175,94,39,1
45176,59,45,11
45177,28,18,12
45178,25,21,7
45179,7,23,7
45180,8,35,3
45181,16,13,9
45182,73,17,11
45183,21,14,3
45184,50,36,9
45185,99,40,2
45186,13,39,11
45187,4,28,2
45188,5,30,5
45189,13,49,2
45190,42,37,9
45191,47,31,3
45192,31,19,7
45193,83,16,6
45194,72,43,3
45195,98,19,8
45196,38,47,12
45197,27,30,1
45198,61,34,9
45199,28,17,3
45200,3,21,8
45201,53,42,8
45202,7,18,2
45203,58,35,6
45204,37,46,1
45205,11,39,7
45206,42,49,4
45207,83,31,4
45208,90,15,11
45209,51,14,10
45210,12,15,3
45211,52,43,4
45212,82,14,8
45213,29,46,9
45214,27,40,3
45215,97,36,4
45216,21,43,1
45217,36,33,2
45218,65,21,6
45219,71,43,12
45220,44,42,4
45221,97,36,12
45222,94,39,7
45223,6,20,4
45224,54,44,4
45225,91,11,1
45226,41,32,4
45227,28,31,12
45228,59,32,11
45229,85,15,10
45230,16,45,4
45231,59,36,2
45232,68,38,10
45233,77,39,5
45234,29,47,9
45235,79,50,7
45236,2,13,6
45237,86,29,9
45238,62,13,3
45239,80,48,11
45240,4,31,4
45241,28,37,6
45242,12,37,2
45243,50,28,9
45244,91,13,3
45245,39,42,12
45246,50,24,3
45247,70,26,7
45248,65,16,10
45249,75,15,8
45250,23,26,9
45251,41,18,2
45252,83,17,12
45253,97,23,12
45254,24,10,1
45255,93,19,2
45256,51,29,10
45257,50,41,6
45258,8,22,7
45259,24,39,8
45260,8,42,3
45261,59,26,11
45262,26,39,5
45263,65,16,1
45264,42,29,5
45265,24,36,1
45266,53,17,2
45267,96,29,6
45268,21,19,1
45269,97,24,4
45270,67,17,8
45271,49,34,6
45272,49,27,7
45273,21,23,2
45274,55,39,11
45275,27,28,6
45276,33,39,4
45277,82,34,7
45278,15,33,11
45279,13,45,12
45280,36,40,12
45281,47,40,2
45282,50,26,12
45283,26,31,4
45284,99,20,7
45285,43,29,5
45286,41,12,5
45287,20,26,5
45288,75,34,12
45289,21,46,12
45290,81,43,11
45291,54,29,7
45292,24,30,10
45293,94,27,1
45294,2,35,10
45295,22,43,12
45296,83,41,7
45297,73,45,10
45298,34,37,11
45299,59,48,3
45300,13,38,1
45301,41,46,9
45302,80,25,11
45303,89,36,10
45304,8,20,6
45305,40,22,2
45306,21,23,6
45307,83,34,4
45308,54,24,12
45309,26,34,9
45310,80,15,6
45311,71,29,4
45312,98,39,1
45313,78,30,2
45314,88,40,9
45315,4,41,8
45316,60,46,2
45317,9,19,6
45318,50,34,8
45319,24,47,12
45320,56,50,6
45321,68,15,8
45322,21,33,12
45323,32,26,12
45324,75,48,11
45325,8,29,12
45326,61,44,4
45327,80,50,3
45328,59,41,5
45329,71,20,10
45330,7,39,12
45331,88,48,9
45332,24,50,10
45333,6,12,9
45334,66,30,5
45335,79,15,2
45336,48,48,1
45337,19,40,1
45338,1,22,11
45339,59,32,9
45340,70,32,8
45341,84,10,12
45342,79,44,8
45343,39,45,1
45344,77,50,11
45345,38,10,5
45346,32,23,2
45347,83,47,6
45348,13,11,11
45349,9,43,8
45350,22,49,3
45351,81,19,5
45352,36,14,5
45353,25,38,8
45354,47,18,2
45355,65,13,7
45356,89,13,5
45357,91,34,8
45358,8,14,3
45359,90,30,9
45360,19,38,8
45361,83,34,9
45362,37,25,5
45363,82,18,10
45364,67,49,11
45365,22,17,5
45366,21,18,12
45367,3,10,12
45368,82,36,5
45369,42,27,9
45370,39,20,1
45371,83,43,6
45372,72,30,11
45373,25,32,2
45374,16,28,11
45375,28,47,8
45376,74,18,1
45377,63,20,2
45378,78,14,6
45379,52,33,6
45380,80,43,8
45381,60,31,4
45382,52,10,11
45383,45,26,4
45384,62,38,4
45385,52,42,7
45386,86,11,5
45387,21,27,5
45388,21,35,3
45389,24,42,9
45390,43,43,3
45391,26,30,12
45392,62,36,2
45393,54,23,5
45394,25,41,1
45395,40,10,11
45396,53,10,5
45397,58,17,1
45398,57,13,2
45399,18,19,9
45400,60,48,7
45401,31,43,7
45402,57,27,2
45403,93,45,11
45404,21,33,7
45405,19,32,8
45406,34,18,3
45407,67,25,9
45408,41,39,10
45409,10,32,2
45410,13,10,4
45411,79,27,5
45412,27,38,4
45413,10,29,7
45414,89,16,6
45415,39,37,12
45416,73,18,7
45417,55,27,7
45418,44,45,11
45419,7,23,7
45420,31,27,6
45421,37,47,3
45422,68,40,5
45423,16,36,1
45424,27,44,10
45425,38,45,12
45426,70,40,4
45427,50,22,3
45428,2,18,10
45429,91,29,5
45430,42,10,6
45431,61,45,12
45432,83,10,5
45433,90,47,2
45434,66,26,4
45435,6,43,2
45436,84,37,4
45437,46,47,3
45438,72,23,12
45439,3,36,11
45440,32,38,4
45441,76,11,2
45442,100,23,8
45443,5,18,7
45444,6,39,1
45445,35,12,4
45446,55,17,9
45447,3,21,6
45448,1,48,11
45449,45,30,6
45450,31,49,2
45451,46,44,9
45452,23,29,10
45453,51,38,5
45454,22,17,12
45455,91,33,8
45456,89,47,1
45457,97,13,8
45458,43,39,8
45459,44,31,4
45460,76,27,3
45461,33,30,1
45462,37,21,2
45463,98,28,6
45464,62,32,7
45465,65,34,4
45466,41,36,7
45467,58,38,7
45468,50,49,8
45469,40,14,8
45470,8,18,6
45471,69,32,4
45472,8,13,2
45473,48,48,12
45474,47,47,8
45475,7,45,1
45476,66,16,6
45477,80,39,11
45478,76,20,10
45479,39,37,9
45480,19,28,10
45481,67,31,8
45482,22,29,10
45483,88,49,9
45484,92,48,9
45485,4,34,12
45486,87,37,12
45487,1,25,10
45488,37,44,12
45489,66,26,10
45490,82,49,1
45491,19,22,10
45492,62,14,3
45493,75,22,9
45494,1,45,7
45495,42,17,1
45496,24,33,9
45497,63,22,9
45498,19,20,6
45499,29,50,7
45500,55,42,1
45501,18,25,10
45502,34,19,5
45503,36,22,4
45504,87,24,10
45505,17,26,5
45506,84,30,10
45507,62,18,4
45508,52,45,4
45509,19,50,9
45510,24,16,6
45511,91,37,12
45512,24,44,4
45513,22,31,2
45514,92,48,3
45515,61,14,9
45516,80,31,6
45517,91,18,3
45518,20,40,9
45519,34,29,9
45520,21,36,1
45521,88,38,10
45522,4,35,3
45523,24,50,6
45524,68,23,9
45525,81,15,1
45526,60,50,10
45527,25,18,9
45528,90,10,7
45529,88,30,8
45530,54,47,9
45531,25,28,3
45532,78,49,1
45533,81,49,4
45534,79,38,9
45535,64,28,10
45536,42,38,9
45537,100,42,9
45538,97,41,11
45539,1,42,6
45540,91,44,8
45541,34,17,6
45542,63,38,7
45543,26,22,6
45544,59,25,10
45545,1,19,2
45546,34,18,6
45547,30,47,4
45548,5,19,11
45549,26,34,4
45550,1,16,8
45551,71,20,10
45552,61,44,10
45553,68,23,9
45554,43,16,10
45555,3,12,10
45556,52,45,3
45557,35,18,3
45558,77,28,11
45559,12,22,12
45560,44,48,7
45561,85,10,4
45562,7,22,11
45563,97,30,3
45564,74,30,2
45565,57,26,5
45566,21,50,9
45567,13,45,12
45568,13,32,7
45569,17,19,6
45570,53,10,7
45571,84,46,11
45572,63,36,11
45573,7,28,5
45574,54,26,11
45575,95,33,5
45576,97,46,5
45577,54,42,11
45578,70,18,9
45579,35,35,9
45580,18,23,3
45581,76,10,6
45582,95,12,12
45583,13,36,9
45584,47,18,4
45585,87,27,11
45586,65,37,9
45587,97,38,9
45588,53,20,11
45589,88,46,6
45590,3,23,5
45591,19,10,1
45592,42,13,1
45593,48,24,10
45594,82,23,8
45595,40,33,7
45596,6,21,12
45597,10,12,4
45598,35,37,9
45599,62,10,8
45600,80,26,8
45601,11,15,11
45602,99,22,3
45603,52,49,4
45604,71,34,9
45605,48,10,1
45606,51,47,2
45607,40,35,8
45608,1,50,2
45609,33,36,3
45610,2,25,9
45611,60,12,8
45612,57,17,1
45613,66,24,12
45614,4,25,2
45615,42,23,11
45616,96,43,2
45617,55,23,8
45618,38,12,1
45619,19,31,12
45620,1,25,1
45621,57,48,4
45622,68,33,4
45623,70,46,8
45624,46,42,12
45625,99,18,3
45626,48,23,3
45627,99,40,11
45628,82,35,5
45629,46,48,9
45630,77,44,6
45631,16,35,10
45632,72,38,2
45633,22,11,9
45634,44,48,4
45635,45,11,10
45636,83,26,7
45637,94,42,11
45638,88,27,12
45639,6,35,5
45640,83,10,3
45641,83,27,11
45642,65,26,8
45643,72,24,11
45644,4,19,12
45645,96,15,1
45646,64,15,1
45647,86,49,11
45648,95,24,1
45649,40,49,12
45650,40,36,4
45651,31,21,10
45652,25,40,12
45653,76,40,7
45654,41,36,7
45655,16,33,2
45656,53,11,2
45657,37,27,8
45658,19,14,6
45659,18,26,11
45660,84,17,6
45661,82,15,3
45662,24,21,6
45663,87,14,6
45664,100,48,7
45665,49,36,8
45666,38,35,5
45667,4,27,7
45668,11,44,1
45669,66,19,11
45670,73,20,9
45671,8,38,12
45672,4,36,9
45673,45,27,11
45674,83,29,2
45675,74,28,1
45676,13,18,2
45677,17,10,6
45678,65,34,10
45679,61,45,11
45680,35,12,2
45681,51,27,2
45682,36,26,8
45683,71,48,1
45684,80,28,6
45685,78,21,4
45686,76,18,10
45687,56,38,9
45688,98,29,6
45689,25,43,5
45690,71,33,7
45691,63,14,7
45692,39,48,4
45693,16,50,1
45694,5,45,4
45695,16,29,12
45696,7,35,12
45697,54,24,3
45698,89,25,1
45699,78,17,4
45700,59,33,12
45701,66,20,11
45702,1,35,1
45703,70,10,8
45704,71,29,1
45705,33,36,9
45706,1,11,3
45707,29,21,11
45708,41,37,10
45709,73,25,11
45710,17,28,8
45711,88,25,9
45712,43,29,5
45713,67,41,7
45714,73,12,6
45715,75,30,9
45716,14,44,4
45717,59,47,12
45718,37,49,8
45719,46,36,2
45720,19,19,2
45721,54,33,8
45722,85,44,4
45723,20,28,8
45724,48,38,7
45725,76,49,8
45726,98,46,9
45727,79,31,9
45728,9,16,2
45729,70,22,6
45730,16,22,2
45731,73,45,4
45732,62,49,1
45733,1,48,3
45734,17,38,8
45735,82,47,3
45736,7,46,5
45737,36,34,4
45738,15,20,2
45739,5,23,1
45740,59,18,9
45741,64,38,11
45742,75,27,12
45743,31,16,10
45744,55,21,1
45745,7,16,10
45746,48,16,3
45747,75,23,4
45748,82,35,3
45749,71,34,12
45750,5,21,9
45751,70,31,3
45752,13,33,12
45753,78,49,8
45754,39,29,2
45755,76,10,6
45756,86,48,8
45757,63,45,12
45758,90,31,8
45759,28,24,7
45760,40,20,2
45761,21,20,5
45762,93,25,9
45763,51,34,3
45764,79,38,8
45765,62,28,10
45766,2,24,1
45767,2,42,11
45768,17,37,3
45769,13,19,6
45770,4,13,10
45771,52,26,2
45772,52,44,1
45773,2,21,5
45774,86,49,4
45775,32,48,2
45776,58,43,7
45777,92,43,7
45778,55,49,7
45779,44,44,9
45780,78,36,4
45781,47,39,5
45782,36,28,9
45783,75,20,1
45784,29,23,12
45785,76,26,4
45786,86,37,7
45787,26,14,2
45788,76,48,9
45789,29,16,5
45790,77,21,3
45791,66,18,8
45792,78,49,4
45793,37,13,5
45794,19,45,6
45795,69,29,2
45796,53,45,6
45797,75,38,11
45798,58,38,12
45799,25,11,8
45800,77,13,3
45801,57,18,8
45802,79,21,5
45803,74,31,6
45804,6,29,3
45805,10,36,4
45806,41,35,4
45807,78,21,7
45808,45,36,5
45809,82,44,11
45810,92,27,3
45811,99,47,11
45812,89,47,7
45813,61,18,10
45814,100,33,4
45815,39,13,10
45816,56,34,12
45817,57,10,1
45818,38,13,7
45819,83,15,2
45820,61,28,6
45821,79,16,8
45822,29,50,6
45823,29,34,10
45824,45,14,9
45825,57,49,11
45826,97,22,2
45827,87,12,9
45828,98,42,11
45829,23,14,1
45830,35,23,8
45831,81,41,8
45832,75,46,4
45833,58,41,1
45834,54,38,5
45835,66,42,9
45836,30,14,3
45837,61,44,11
45838,52,48,6
45839,25,28,12
45840,99,44,6
45841,4,31,5
45842,14,19,2
45843,99,24,10
45844,69,43,2
45845,79,18,5
45846,57,39,2
45847,5,47,8
45848,67,14,2
45849,46,33,9
45850,51,20,11
45851,73,29,8
45852,96,50,11
45853,36,49,4
45854,35,20,1
45855,35,42,2
45856,25,15,12
45857,52,24,5
45858,73,24,7
45859,86,26,12
45860,37,16,1
45861,32,28,9
45862,40,34,5
45863,77,33,3
45864,59,35,12
45865,7,33,5
45866,88,28,3
45867,39,10,5
45868,27,13,3
45869,37,24,1
45870,65,40,12
45871,30,34,5
45872,21,14,8
45873,12,40,9
45874,45,17,10
45875,23,41,2
45876,30,18,7
45877,19,48,12
45878,2,24,6
45879,99,40,1
45880,56,46,6
45881,99,27,10
45882,100,26,8
45883,81,42,3
45884,25,13,11
45885,40,12,9
45886,98,45,5
45887,80,46,5
45888,36,40,12
45889,30,11,11
45890,34,20,11
45891,46,28,9
45892,55,20,2
45893,75,43,4
45894,31,25,9
45895,57,35,10
45896,12,33,11
45897,27,16,11
45898,66,14,2
45899,37,36,9
45900,84,50,7
45901,85,33,1
45902,9,41,3
45903,96,20,5
45904,73,43,5
45905,35,22,5
45906,46,19,4
45907,15,14,5
45908,59,44,1
45909,47,29,2
45910,66,35,5
45911,91,44,11
45912,20,23,6
45913,8,47,1
45914,7,13,7
45915,3,38,11
45916,99,23,10
45917,50,14,3
45918,9,23,1
45919,66,48,3
45920,48,50,7
45921,96,42,7
45922,4,25,3
45923,84,42,5
45924,57,24,7
45925,93,16,4
45926,37,26,2
45927,36,31,5
45928,31,44,12
45929,82,15,9
45930,100,15,12
45931,42,35,10
45932,52,26,1
45933,41,22,10
45934,13,37,12
45935,58,14,10
45936,24,38,10
45937,62,34,8
45938,3,10,8
45939,100,16,11
45940,99,45,4
45941,47,22,1
45942,57,32,3
45943,9,30,5
45944,89,21,10
45945,10,36,8
45946,54,46,7
45947,8,36,2
45948,30,18,9
45949,91,23,5
45950,27,32,12
45951,42,10,2
45952,49,34,1
45953,32,19,7
45954,59,36,9
45955,44,14,10
45956,26,40,7
45957,1,19,3
45958,80,40,2
45959,86,41,4
45960,9,15,7
45961,82,26,5
45962,89,12,8
45963,93,20,7
45964,52,36,12
45965,56,18,10
45966,15,26,9
45967,96,29,8
45968,6,22,7
45969,72,15,1
45970,62,23,3
45971,65,12,12
45972,56,14,10
45973,6,46,12
45974,50,20,10
45975,52,31,10
45976,14,48,12
45977,39,31,11
45978,86,17,11
45979,92,24,4
45980,33,15,9
45981,44,37,8
45982,53,50,10
45983,2,21,2
45984,25,19,3
45985,8,15,10
45986,97,39,11
45987,7,43,4
45988,57,44,7
45989,26,47,3
45990,76,36,6
45991,39,32,7
45992,63,41,1
45993,18,42,1
45994,75,42,3
45995,28,20,9
45996,22,42,9
45997,52,27,11
45998,44,17,1
45999,43,33,9
46000,50,15,8
46001,53,16,8
46002,37,37,6
46003,96,46,11
46004,35,47,7
46005,11,19,8
46006,28,12,12
46007,91,40,12
46008,65,15,4
46009,71,19,3
46010,92,47,8
46011,5,26,12
46012,66,20,11
46013,50,15,6
46014,88,28,8
46015,76,16,4
46016,18,22,9
46017,33,40,4
46018,31,50,3
46019,95,24,11
46020,44,16,3
46021,80,28,1
46022,3,42,10
46023,87,19,8
46024,44,38,10
46025,78,21,9
46026,62,11,8
46027,41,48,2
46028,75,11,2
46029,87,19,3
46030,53,14,3
46031,71,31,7
46032,13,38,7
46033,49,32,3
46034,43,26,3
46035,14,28,2
46036,29,18,3
46037,82,19,1
46038,65,39,4
46039,2,13,12
46040,35,11,4
46041,91,18,2
46042,40,33,7
46043,8,39,7
46044,47,38,12
46045,22,20,9
46046,29,12,4
46047,37,26,9
46048,37,48,7
46049,2,21,9
46050,64,10,10
46051,48,11,5
46052,23,11,11
46053,22,50,3
46054,59,33,3
46055,51,35,5
46056,31,39,7
46057,66,13,12
46058,60,18,5
46059,7,11,2
46060,28,12,5
46061,78,30,5
46062,35,27,2
46063,42,44,9
46064,80,34,2
46065,48,27,11
46066,49,45,6
46067,38,43,1
46068,25,23,5
46069,36,49,1
46070,73,38,4
46071,17,24,12
46072,6,16,1
46073,5,24,5
46074,11,38,11
46075,7,41,8
46076,34,11,10
46077,52,33,1
46078,33,15,11
46079,68,33,3
46080,99,40,6
46081,47,40,9
46082,66,38,8
46083,40,21,2
46084,58,16,7
46085,90,31,11
46086,34,45,1
46087,89,43,7
46088,75,42,2
46089,28,13,3
46090,51,31,7
46091,33,49,6
46092,50,11,1
46093,26,50,9
46094,74,13,6
46095,76,38,5
46096,32,39,8
46097,85,14,11
46098,10,10,4
46099,38,38,7
46100,85,20,7
46101,41,50,11
46102,86,39,11
46103,21,47,10
46104,74,31,8
46105,68,11,12
46106,34,14,10
46107,24,30,11
46108,90,35,10
46109,27,50,8
46110,19,46,1
46111,24,12,3
46112,13,28,5
46113,80,47,8
46114,5,32,3
46115,69,28,9
46116,1,41,2
46117,50,22,10
46118,88,47,9
46119,6,45,11
46120,9,35,9
46121,93,42,9
46122,2,16,7
46123,72,19,2
46124,68,44,2
46125,26,29,3
46126,74,33,2
46127,86,41,9
46128,56,45,8
46129,82,11,5
46130,80,34,4
46131,23,43,12
46132,81,35,4
46133,23,47,9
46134,42,35,3
46135,29,41,1
46136,26,12,5
46137,99,12,5
46138,43,37,4
46139,61,32,12
46140,40,44,8
46141,45,45,12
46142,26,39,2
46143,81,12,11
46144,29,14,8
46145,57,35,1
46146,34,12,1
46147,13,14,5
46148,51,46,1
46149,51,11,4
46150,31,33,8
46151,97,22,3
46152,11,22,12
46153,1,22,7
46154,78,49,7
46155,68,41,7
46156,51,11,9
46157,24,37,12
46158,12,19,6
46159,61,28,12
46160,85,38,12
46161,95,16,5
46162,92,28,5
46163,86,44,5
46164,32,38,12
46165,46,23,10
46166,38,31,7
46167,69,19,12
46168,49,33,1
46169,25,42,5
46170,37,35,3
46171,32,34,10
46172,8,46,1
46173,46,29,9
46174,7,24,8
46175,99,14,5
46176,21,31,8
46177,7,32,5
46178,87,21,10
46179,25,47,4
46180,92,34,9
46181,62,12,7
46182,73,30,1
46183,55,22,6
46184,47,37,8
46185,55,19,8
46186,86,39,6
46187,18,41,10
46188,29,36,9
46189,36,32,4
46190,58,30,3
46191,84,31,7
46192,70,18,11
46193,45,40,11
46194,35,28,7
46195,7,39,2
46196,62,36,11
46197,80,13,4
46198,26,24,2
46199,51,50,4
46200,88,17,9
46201,57,11,2
46202,26,47,8
46203,73,26,8
46204,100,11,2
46205,69,22,1
46206,62,32,8
46207,69,31,11
46208,79,42,5
46209,26,39,7
46210,92,12,8
46211,71,12,9
46212,13,42,6
46213,40,17,10
46214,44,13,7
46215,13,40,2
46216,91,17,2
46217,25,15,10
46218,49,36,6
46219,30,40,3
46220,62,16,7
46221,88,13,2
46222,27,45,7
46223,31,40,11
46224,37,39,9
46225,98,13,11
46226,57,24,11
46227,66,42,5
46228,13,11,11
46229,54,35,8
46230,98,43,4
46231,90,40,2
46232,39,25,10
46233,19,15,11
46234,18,17,7
46235,62,23,5
46236,91,28,6
46237,68,19,6
46238,16,31,2
46239,29,48,4
46240,68,22,3
46241,28,38,8
46242,71,40,5
46243,94,31,3
46244,37,24,8
46245,35,15,6
46246,48,13,10
46247,42,36,6
46248,79,23,8
46249,84,11,10
46250,47,38,9
46251,11,12,11
46252,50,44,4
46253,1,15,6
46254,57,33,8
46255,86,17,7
46256,86,43,10
46257,54,32,9
46258,80,49,1
46259,100,23,11
46260,73,38,8
46261,91,22,5
46262,74,31,2
46263,71,15,4
46264,10,38,10
46265,97,34,7
46266,95,49,6
46267,100,23,10
46268,1,25,1
46269,75,18,9
46270,75,32,10
46271,28,14,6
46272,31,34,2
46273,26,39,1
46274,69,26,4
46275,23,45,1
46276,45,40,4
46277,30,38,3
46278,4,23,10
46279,95,24,8
46280,82,34,11
46281,35,50,7
46282,51,15,3
46283,53,30,10
46284,72,10,6
46285,83,49,9
46286,12,14,8
46287,14,30,2
46288,33,12,1
46289,56,15,9
46290,24,42,6
46291,62,37,11
46292,23,13,9
46293,38,44,10
46294,98,35,3
46295,53,49,2
46296,77,11,9
46297,56,28,3
46298,24,26,12
46299,99,12,10
46300,3,23,9
46301,65,11,1
46302,15,21,1
46303,80,42,4
46304,73,25,11
46305,94,36,2
46306,54,13,12
46307,81,44,12
46308,20,22,4
46309,36,13,5
46310,44,26,6
46311,94,37,2
46312,80,42,8
46313,85,26,3
46314,7,29,8
46315,78,34,4
